Installation de production Saint-Cyrille-de-Wendover;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Annee:2018;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Numero de l'intervenant;Nom de l'intervenant;Numero sequentiel du lieu de la declaration;Annee;Mois;Nbr annuel de jours de prelevement;Volume annuel preleve (l);Volume moyen quotidien (l);Nombre de jour de prelevement;Volume dedie par lieu par scian;Volume total mensuel;Source du prelevement (description);Numero sequentiel d'utilisation de la declaration;Numero sequentiel du site de prelevement;Nom legal du lieu ou personne physique;Code scian par lieu par mois (code);Code scian par lieu par mois (description);Code scian par lieu par mois (groupe);Latitude DD Nad83 (site);Longitude DD Nad83 (site);Volume consomme par lieu par scian
29379492;Olymel S.E.C.;31635;2018;2;365;143115000;510535.71;28;14295000;14295000;NULL;299764;45459;Olymel, s.e.c. (1425 St-Jacques);311614;Fonte graisse animale & transf. de viande carc.;31161 ;NULL;NULL;NULL
29379492;Olymel S.E.C.;31635;2018;3;365;143115000;510535.71;31;11496000;11496000;NULL;299765;45459;Olymel, s.e.c. (1425 St-Jacques);311614;Fonte graisse animale & transf. de viande carc.;31161 ;NULL;NULL;NULL
29379492;Olymel S.E.C.;31635;2018;4;365;143115000;510535.71;30;11879000;11879000;NULL;299766;45459;Olymel, s.e.c. (1425 St-Jacques);311614;Fonte graisse animale & transf. de viande carc.;31161 ;NULL;NULL;NULL
29379492;Olymel S.E.C.;31635;2018;5;365;143115000;510535.71;31;14380000;14380000;NULL;299767;45459;Olymel, s.e.c. (1425 St-Jacques);311614;Fonte graisse animale & transf. de viande carc.;31161 ;NULL;NULL;NULL
29379492;Olymel S.E.C.;31635;2018;6;365;143115000;510535.71;30;11508000;11508000;NULL;299768;45459;Olymel, s.e.c. (1425 St-Jacques);311614;Fonte graisse animale & transf. de viande carc.;31161 ;NULL;NULL;NULL
29379492;Olymel S.E.C.;31635;2018;7;365;143115000;510535.71;31;11405000;11405000;NULL;299769;45459;Olymel, s.e.c. (1425 St-Jacques);311614;Fonte graisse animale & transf. de viande carc.;31161 ;NULL;NULL;NULL
29379492;Olymel S.E.C.;31635;2018;8;365;143115000;510535.71;31;11747000;11747000;NULL;299770;45459;Olymel, s.e.c. (1425 St-Jacques);311614;Fonte graisse animale & transf. de viande carc.;31161 ;NULL;NULL;NULL
29379492;Olymel S.E.C.;31635;2018;9;365;143115000;510535.71;30;13006000;13006000;NULL;299771;45459;Olymel, s.e.c. (1425 St-Jacques);311614;Fonte graisse animale & transf. de viande carc.;31161 ;NULL;NULL;NULL
29379492;Olymel S.E.C.;31635;2018;10;365;143115000;510535.71;31;9843000;9843000;NULL;299772;45459;Olymel, s.e.c. (1425 St-Jacques);311614;Fonte graisse animale & transf. de viande carc.;31161 ;NULL;NULL;NULL
29379492;Olymel S.E.C.;31635;2018;11;365;143115000;510535.71;30;13674000;13674000;NULL;299773;45459;Olymel, s.e.c. (1425 St-Jacques);311614;Fonte graisse animale & transf. de viande carc.;31161 ;NULL;NULL;NULL
29379492;Olymel S.E.C.;31635;2018;12;365;143115000;510535.71;31;10361000;10361000;NULL;299774;45459;Olymel, s.e.c. (1425 St-Jacques);311614;Fonte graisse animale & transf. de viande carc.;31161 ;NULL;NULL;NULL
29379492;Olymel S.E.C.;31629;2018;1;365;14817000;50500;31;1072000;1072000;Souterrain;299859;45442;Olymel s.e.c. (St-Damase);311615;Transformation de la volaille;31161 ;45.520688;-73.013294;107200
29379492;Olymel S.E.C.;31629;2018;2;365;14817000;50500;28;987000;987000;Souterrain;299860;45442;Olymel s.e.c. (St-Damase);311615;Transformation de la volaille;31161 ;45.520688;-73.013294;98700
29379492;Olymel S.E.C.;31629;2018;3;365;14817000;50500;31;898000;898000;Souterrain;299861;45442;Olymel s.e.c. (St-Damase);311615;Transformation de la volaille;31161 ;45.520688;-73.013294;89800
29379492;Olymel S.E.C.;31629;2018;4;365;14817000;50500;30;1169000;1169000;Souterrain;299862;45442;Olymel s.e.c. (St-Damase);311615;Transformation de la volaille;31161 ;45.520688;-73.013294;116900
29379492;Olymel S.E.C.;31629;2018;5;365;14817000;50500;31;1219000;1219000;Souterrain;299863;45442;Olymel s.e.c. (St-Damase);311615;Transformation de la volaille;31161 ;45.520688;-73.013294;121900
29379492;Olymel S.E.C.;31629;2018;6;365;14817000;50500;30;1515000;1515000;Souterrain;299864;45442;Olymel s.e.c. (St-Damase);311615;Transformation de la volaille;31161 ;45.520688;-73.013294;151500
29379492;Olymel S.E.C.;31629;2018;7;365;14817000;50500;31;1502000;1502000;Souterrain;299865;45442;Olymel s.e.c. (St-Damase);311615;Transformation de la volaille;31161 ;45.520688;-73.013294;150200
29379492;Olymel S.E.C.;31629;2018;8;365;14817000;50500;31;1468000;1468000;Souterrain;299866;45442;Olymel s.e.c. (St-Damase);311615;Transformation de la volaille;31161 ;45.520688;-73.013294;146800
29379492;Olymel S.E.C.;31629;2018;9;365;14817000;50500;30;1377000;1377000;Souterrain;299867;45442;Olymel s.e.c. (St-Damase);311615;Transformation de la volaille;31161 ;45.520688;-73.013294;137700
29379492;Olymel S.E.C.;31629;2018;10;365;14817000;50500;31;1243000;1243000;Souterrain;299868;45442;Olymel s.e.c. (St-Damase);311615;Transformation de la volaille;31161 ;45.520688;-73.013294;124300
29379492;Olymel S.E.C.;31629;2018;11;365;14817000;50500;30;1236000;1236000;Souterrain;299869;45442;Olymel s.e.c. (St-Damase);311615;Transformation de la volaille;31161 ;45.520688;-73.013294;123600
29379492;Olymel S.E.C.;31629;2018;12;365;14817000;50500;31;1131000;1131000;Souterrain;299870;45442;Olymel s.e.c. (St-Damase);311615;Transformation de la volaille;31161 ;45.520688;-73.013294;113100
13429345;Municipalite de Nouvelle;31697;2018;2;365;420341000;1346700;28;32176000;32176000;Souterrain;300819;45551;Station de purification - Nouvelle;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.15719184;-66.35357851;NULL
13429345;Municipalite de Nouvelle;31697;2018;3;365;420341000;1346700;31;37592000;37592000;Souterrain;300820;45551;Station de purification - Nouvelle;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.15719184;-66.35357851;NULL
13429345;Municipalite de Nouvelle;31697;2018;4;365;420341000;1346700;30;32688000;32688000;Souterrain;300822;45551;Station de purification - Nouvelle;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.15719184;-66.35357851;NULL
13429345;Municipalite de Nouvelle;31697;2018;5;365;420341000;1346700;31;37895000;37895000;Souterrain;300823;45551;Station de purification - Nouvelle;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.15719184;-66.35357851;NULL
13429345;Municipalite de Nouvelle;31697;2018;6;365;420341000;1346700;30;40401000;40401000;Souterrain;300824;45551;Station de purification - Nouvelle;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.15719184;-66.35357851;NULL
90524950;Municipalite de Saint-Felix-de-Valois ;31650;2018;1;334;120272000;589392.86;31;14032000;14032000;Souterrain;300825;45486;Station de purification, St-Felix-de-Valois;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.141944;-73.441944;14032000
13429345;Municipalite de Nouvelle;31697;2018;7;365;420341000;1346700;31;41101000;41101000;Souterrain;300826;45551;Station de purification - Nouvelle;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.15719184;-66.35357851;NULL
13429345;Municipalite de Nouvelle;31697;2018;8;365;420341000;1346700;31;35958000;35958000;Souterrain;300827;45551;Station de purification - Nouvelle;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.15719184;-66.35357851;NULL
13429345;Municipalite de Nouvelle;31697;2018;9;365;420341000;1346700;30;32329000;32329000;Souterrain;300828;45551;Station de purification - Nouvelle;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.15719184;-66.35357851;NULL
90524950;Municipalite de Saint-Felix-de-Valois ;31650;2018;2;334;120272000;589392.86;28;16503000;16503000;Souterrain;300829;45486;Station de purification, St-Felix-de-Valois;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.141944;-73.441944;16503000
13429345;Municipalite de Nouvelle;31697;2018;10;365;420341000;1346700;31;33505000;33505000;Souterrain;300830;45551;Station de purification - Nouvelle;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.15719184;-66.35357851;NULL
90524950;Municipalite de Saint-Felix-de-Valois ;31650;2018;6;365;69162000;741933.33;30;70000;70000;Souterrain;301036;45484;Station de purification, St-Felix-de-Valois;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.14666667;-73.45194444;70000
29367208;Nouryon Pate et performance Canada inc.;31711;2018;5;365;16473792000;53928000;31;1230576000;1230576000;Surface;301080;45572;AkzoNobel Pates et Performance Canada inc. site de Magog ;325189;Fab. tous les autres prod. chim. inorg. de base;32518 ;45.27311011;-72.11383383;31441000
29367208;Nouryon Pate et performance Canada inc.;31711;2018;6;365;16473792000;53928000;30;1463760000;1463760000;Surface;301081;45572;AkzoNobel Pates et Performance Canada inc. site de Magog ;325189;Fab. tous les autres prod. chim. inorg. de base;32518 ;45.27311011;-72.11383383;0
29367208;Nouryon Pate et performance Canada inc.;31711;2018;7;365;16473792000;53928000;31;1665072000;1665072000;Surface;301082;45572;AkzoNobel Pates et Performance Canada inc. site de Magog ;325189;Fab. tous les autres prod. chim. inorg. de base;32518 ;45.27311011;-72.11383383;17484000
29367208;Nouryon Pate et performance Canada inc.;31711;2018;8;365;16473792000;53928000;31;1671768000;1671768000;Surface;301083;45572;AkzoNobel Pates et Performance Canada inc. site de Magog ;325189;Fab. tous les autres prod. chim. inorg. de base;32518 ;45.27311011;-72.11383383;18900000
29367208;Nouryon Pate et performance Canada inc.;31711;2018;9;365;16473792000;53928000;30;1614960000;1614960000;Surface;301084;45572;AkzoNobel Pates et Performance Canada inc. site de Magog ;325189;Fab. tous les autres prod. chim. inorg. de base;32518 ;45.27311011;-72.11383383;21921000
29367208;Nouryon Pate et performance Canada inc.;31711;2018;10;365;16473792000;53928000;31;1193376000;1193376000;Surface;301085;45572;AkzoNobel Pates et Performance Canada inc. site de Magog ;325189;Fab. tous les autres prod. chim. inorg. de base;32518 ;45.27311011;-72.11383383;23434000
29367208;Nouryon Pate et performance Canada inc.;31711;2018;11;365;16473792000;53928000;30;980640000;980640000;Surface;301086;45572;AkzoNobel Pates et Performance Canada inc. site de Magog ;325189;Fab. tous les autres prod. chim. inorg. de base;32518 ;45.27311011;-72.11383383;18724000
29367208;Nouryon Pate et performance Canada inc.;31711;2018;12;365;16473792000;53928000;31;1431360000;1431360000;Surface;301087;45572;AkzoNobel Pates et Performance Canada inc. site de Magog ;325189;Fab. tous les autres prod. chim. inorg. de base;32518 ;45.27311011;-72.11383383;13502000
12366357;Camp BNAI Brith Inc.;31717;2018;3;364;111200;471.43;31;10700;10700;Souterrain;301162;45584;Maison du gardien;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.123081;-74.281022;NULL
12366357;Camp BNAI Brith Inc.;31717;2018;4;364;111200;471.43;30;12400;12400;Souterrain;301163;45584;Maison du gardien;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.123081;-74.281022;NULL
12366357;Camp BNAI Brith Inc.;31717;2018;5;364;111200;471.43;31;10500;10500;Souterrain;301164;45584;Maison du gardien;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.123081;-74.281022;NULL
12366357;Camp BNAI Brith Inc.;31717;2018;6;364;111200;471.43;30;9000;9000;Souterrain;301165;45584;Maison du gardien;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.123081;-74.281022;NULL
12366357;Camp BNAI Brith Inc.;31717;2018;7;364;111200;471.43;31;10900;10900;Souterrain;301166;45584;Maison du gardien;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.123081;-74.281022;NULL
12366357;Camp BNAI Brith Inc.;31717;2018;8;364;111200;471.43;30;10200;10200;Souterrain;301167;45584;Maison du gardien;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.123081;-74.281022;NULL
12366357;Camp BNAI Brith Inc.;31717;2018;9;364;111200;471.43;30;7600;7600;Souterrain;301168;45584;Maison du gardien;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.123081;-74.281022;NULL
12366357;Camp BNAI Brith Inc.;31717;2018;10;364;111200;471.43;31;2300;2300;Souterrain;301169;45584;Maison du gardien;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.123081;-74.281022;NULL
12366357;Camp BNAI Brith Inc.;31717;2018;11;364;111200;471.43;30;4500;4500;Souterrain;301170;45584;Maison du gardien;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.123081;-74.281022;NULL
12366357;Camp BNAI Brith Inc.;31717;2018;12;364;111200;471.43;31;8100;8100;Souterrain;301171;45584;Maison du gardien;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.123081;-74.281022;NULL
Y2049060;Unipeche M.D.M. ltee;31723;2018;5;225;1191848000;6478733.33;30;194362000;194362000;Surface;301213;45592;Usine de Unipeche M.D.M. ltee;31171;Preparation & cond. de poissons & fruits de mer;3117  ;48.02002863;-65.25294601;NULL
Y2049060;Unipeche M.D.M. ltee;31723;2018;6;225;1191848000;6478733.33;30;191353000;191353000;Surface;301215;45592;Usine de Unipeche M.D.M. ltee;31171;Preparation & cond. de poissons & fruits de mer;3117  ;48.02002863;-65.25294601;NULL
Y2049060;Unipeche M.D.M. ltee;31723;2018;7;225;1191848000;6478733.33;31;165055000;165055000;Surface;301216;45592;Usine de Unipeche M.D.M. ltee;31171;Preparation & cond. de poissons & fruits de mer;3117  ;48.02002863;-65.25294601;NULL
13435631;Municipalite de la paroisse de Saint-Leon-de-Standon;31725;2018;1;365;9611000;33129.03;31;823000;823000;Souterrain;301333;45595;Installation de production Saint-Leon-de-Standon;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.46815256;-70.61085978;NULL
13435631;Municipalite de la paroisse de Saint-Leon-de-Standon;31725;2018;2;365;9611000;33129.03;28;732000;732000;Souterrain;301334;45595;Installation de production Saint-Leon-de-Standon;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.46815256;-70.61085978;NULL
13435631;Municipalite de la paroisse de Saint-Leon-de-Standon;31725;2018;3;365;9611000;33129.03;31;862000;862000;Souterrain;301335;45595;Installation de production Saint-Leon-de-Standon;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.46815256;-70.61085978;NULL
Y2092354;9140-1661 Quebec inc.;31729;2018;2;365;634748000;2760000;28;36960000;36960000;Surface;301370;45601;Pisciculture Gilbert enr.;1125;Aquaculture animale;112   ;45.57347222;-71.40116667;0
Y2092354;9140-1661 Quebec inc.;31729;2018;3;365;634748000;2760000;31;52824000;52824000;Surface;301371;45601;Pisciculture Gilbert enr.;1125;Aquaculture animale;112   ;45.57347222;-71.40116667;0
Y2092354;9140-1661 Quebec inc.;31729;2018;4;365;634748000;2760000;30;65520000;65520000;Surface;301372;45601;Pisciculture Gilbert enr.;1125;Aquaculture animale;112   ;45.57347222;-71.40116667;0
Y2092354;9140-1661 Quebec inc.;31729;2018;5;365;634748000;2760000;31;85560000;85560000;Surface;301373;45601;Pisciculture Gilbert enr.;1125;Aquaculture animale;112   ;45.57347222;-71.40116667;0
Y2092354;9140-1661 Quebec inc.;31729;2018;6;365;634748000;2760000;30;58776000;58776000;Surface;301374;45601;Pisciculture Gilbert enr.;1125;Aquaculture animale;112   ;45.57347222;-71.40116667;0
Y2092354;9140-1661 Quebec inc.;31729;2018;7;365;634748000;2760000;31;51150000;51150000;Surface;301375;45601;Pisciculture Gilbert enr.;1125;Aquaculture animale;112   ;45.57347222;-71.40116667;0
Y2092354;9140-1661 Quebec inc.;31729;2018;8;365;634748000;2760000;31;42660000;42660000;Surface;301376;45601;Pisciculture Gilbert enr.;1125;Aquaculture animale;112   ;45.57347222;-71.40116667;0
31845183;Municipalite d'East Broughton;31732;2018;10;365;27677000;108166.67;31;2756000;2756000;Souterrain;301450;45606;Installation de production East Broughton (PP1);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.2050647;-71.0468008;NULL
31845183;Municipalite d'East Broughton;31732;2018;11;365;27677000;108166.67;30;2636000;2636000;Souterrain;301451;45606;Installation de production East Broughton (PP1);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.2050647;-71.0468008;NULL
31845183;Municipalite d'East Broughton;31732;2018;12;365;27677000;108166.67;31;2151000;2151000;Souterrain;301452;45606;Installation de production East Broughton (PP1);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.2050647;-71.0468008;NULL
31845183;Municipalite d'East Broughton;31733;2018;1;365;121965000;476419.35;31;23000;23000;Souterrain;301453;45608;Installation de production East Broughton (R-1);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.260173;-71.094837;NULL
19304450;Agropur cooperative;31578;2018;9;347;1396359000;6471741.94;28;143895000;143895000;NULL;301497;45365;Agropur Cooperative - Usine de Plessisville;311515;Fab. beurre, fromage, prod. laitier sec & conc.;31151 ;NULL;NULL;NULL
19304450;Agropur cooperative;31578;2018;10;347;1396359000;6471741.94;31;132361000;132361000;NULL;301498;45365;Agropur Cooperative - Usine de Plessisville;311515;Fab. beurre, fromage, prod. laitier sec & conc.;31151 ;NULL;NULL;NULL
19304450;Agropur cooperative;31578;2018;11;347;1396359000;6471741.94;28;57513000;57513000;NULL;301499;45365;Agropur Cooperative - Usine de Plessisville;311515;Fab. beurre, fromage, prod. laitier sec & conc.;31151 ;NULL;NULL;NULL
19304450;Agropur cooperative;31578;2018;12;347;1396359000;6471741.94;28;51790000;51790000;NULL;301500;45365;Agropur Cooperative - Usine de Plessisville;311515;Fab. beurre, fromage, prod. laitier sec & conc.;31151 ;NULL;NULL;NULL
Y2005070;Fibrek S.E.N.C.;31735;2018;3;134;26957000;204263.16;19;3881000;3881000;Souterrain;301551;45610;Fibrek S.E.N.C - Saint-Felicien;322112;Usines de pate chimique;32211 ;48.74149272;-72.5199859;NULL
Y2005070;Fibrek S.E.N.C.;31735;2018;4;134;26957000;204263.16;18;3662000;3662000;Souterrain;301552;45610;Fibrek S.E.N.C - Saint-Felicien;322112;Usines de pate chimique;32211 ;48.74149272;-72.5199859;NULL
Y2005070;Fibrek S.E.N.C.;31735;2018;5;134;26957000;204263.16;16;3184000;3184000;Souterrain;301553;45610;Fibrek S.E.N.C - Saint-Felicien;322112;Usines de pate chimique;32211 ;48.74149272;-72.5199859;NULL
Y2005070;Fibrek S.E.N.C.;31735;2018;6;134;26957000;204263.16;0;0;0;Souterrain;301554;45610;Fibrek S.E.N.C - Saint-Felicien;322112;Usines de pate chimique;32211 ;48.74149272;-72.5199859;NULL
Y2005070;Fibrek S.E.N.C.;31735;2018;7;134;26957000;204263.16;1;84000;84000;Souterrain;301555;45610;Fibrek S.E.N.C - Saint-Felicien;322112;Usines de pate chimique;32211 ;48.74149272;-72.5199859;NULL
Y2005070;Fibrek S.E.N.C.;31735;2018;8;134;26957000;204263.16;23;4637000;4637000;Souterrain;301556;45610;Fibrek S.E.N.C - Saint-Felicien;322112;Usines de pate chimique;32211 ;48.74149272;-72.5199859;NULL
Y2005070;Fibrek S.E.N.C.;31735;2018;9;134;26957000;204263.16;0;0;0;Souterrain;301557;45610;Fibrek S.E.N.C - Saint-Felicien;322112;Usines de pate chimique;32211 ;48.74149272;-72.5199859;NULL
Y2005070;Fibrek S.E.N.C.;31735;2018;10;134;26957000;204263.16;0;0;0;Souterrain;301558;45610;Fibrek S.E.N.C - Saint-Felicien;322112;Usines de pate chimique;32211 ;48.74149272;-72.5199859;NULL
Y2005070;Fibrek S.E.N.C.;31735;2018;11;134;26957000;204263.16;2;395000;395000;Souterrain;301559;45610;Fibrek S.E.N.C - Saint-Felicien;322112;Usines de pate chimique;32211 ;48.74149272;-72.5199859;NULL
Y2005070;Fibrek S.E.N.C.;31735;2018;12;134;26957000;204263.16;0;0;0;Souterrain;301560;45610;Fibrek S.E.N.C - Saint-Felicien;322112;Usines de pate chimique;32211 ;48.74149272;-72.5199859;NULL
Y2005070;Fibrek S.E.N.C.;31735;2018;1;365;132448000;362892.86;31;11249000;11249000;Souterrain;301561;45611;Fibrek S.E.N.C - Saint-Felicien;322112;Usines de pate chimique;32211 ;48.73743733;-72.51362536;NULL
Y2005070;Fibrek S.E.N.C.;31735;2018;2;365;132448000;362892.86;28;10161000;10161000;Souterrain;301565;45611;Fibrek S.E.N.C - Saint-Felicien;322112;Usines de pate chimique;32211 ;48.73743733;-72.51362536;NULL
Y2005070;Fibrek S.E.N.C.;31735;2018;3;365;132448000;362892.86;31;11249000;11249000;Souterrain;301566;45611;Fibrek S.E.N.C - Saint-Felicien;322112;Usines de pate chimique;32211 ;48.73743733;-72.51362536;NULL
Y2005070;Fibrek S.E.N.C.;31735;2018;4;365;132448000;362892.86;30;10886000;10886000;Souterrain;301567;45611;Fibrek S.E.N.C - Saint-Felicien;322112;Usines de pate chimique;32211 ;48.73743733;-72.51362536;NULL
Y2005070;Fibrek S.E.N.C.;31735;2018;5;365;132448000;362892.86;31;11249000;11249000;Souterrain;301568;45611;Fibrek S.E.N.C - Saint-Felicien;322112;Usines de pate chimique;32211 ;48.73743733;-72.51362536;NULL
29379492;Olymel S.E.C.;31622;2018;3;365;62496000;186000;31;5208000;5208000;NULL;301638;45626; Olymel S.E.C. (1020 Michele-Bohec);31161;Abattage & transformation d'animaux;3116  ;NULL;NULL;NULL
Y2027524;Maraichers J.P.L. Guerin & Fils inc.;31740;2018;4;27;9161000;833285.71;0;0;0;Surface;301639;45622;Maraichers J.P.L. Guerin & Fils inc.;1112;Culture de legumes & de melons;111   ;45.144852;-73.598263;NULL
29379492;Olymel S.E.C.;31622;2018;4;365;62496000;186000;30;5208000;5208000;NULL;301640;45626; Olymel S.E.C. (1020 Michele-Bohec);31161;Abattage & transformation d'animaux;3116  ;NULL;NULL;NULL
29379492;Olymel S.E.C.;31622;2018;5;365;62496000;186000;31;5208000;5208000;NULL;301641;45626; Olymel S.E.C. (1020 Michele-Bohec);31161;Abattage & transformation d'animaux;3116  ;NULL;NULL;NULL
29379492;Olymel S.E.C.;31622;2018;6;365;62496000;186000;30;5208000;5208000;NULL;301642;45626; Olymel S.E.C. (1020 Michele-Bohec);31161;Abattage & transformation d'animaux;3116  ;NULL;NULL;NULL
29379492;Olymel S.E.C.;31622;2018;7;365;62496000;186000;31;5208000;5208000;NULL;301643;45626; Olymel S.E.C. (1020 Michele-Bohec);31161;Abattage & transformation d'animaux;3116  ;NULL;NULL;NULL
29379492;Olymel S.E.C.;31622;2018;8;365;62496000;186000;31;5208000;5208000;NULL;301644;45626; Olymel S.E.C. (1020 Michele-Bohec);31161;Abattage & transformation d'animaux;3116  ;NULL;NULL;NULL
13432992;Ville de Fossambault-sur-le-Lac;31674;2018;1;9;13000;2000;0;0;0;Souterrain;301748;45521;Installation de production d'eau potable Fossambault sur le lac;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.8968727;-71.60723522;NULL
